1,-3.1878,55.9444,20,-3.1875180922137645,55.944502606043,null
2,-3.1875180922137645,55.944502606043,20,-3.1872361844275288,55.944605212086,null
3,-3.1872361844275288,55.944605212086,10,-3.186940742101625,55.944657306539305,null
4,-3.186940742101625,55.944657306539305,30,-3.1866809344804894,55.9448073065393,laws.merit.bleak
5,-3.1866809344804894,55.9448073065393,30,-3.186421126859354,55.9449573065393,null
6,-3.186421126859354,55.9449573065393,110,-3.1865237329023515,55.94523921432554,null
7,-3.1865237329023515,55.94523921432554,120,-3.1866737329023516,55.945499021946674,hidden.handle.softly
8,-3.1866737329023516,55.945499021946674,260,-3.1867258273556516,55.94520357962077,dragon.bottle.crisp
9,-3.1867258273556516,55.94520357962077,300,-3.1865758273556515,55.94494377199963,null
10,-3.1865758273556515,55.94494377199963,300,-3.1864258273556514,55.9446839643785,rated.fired.crowds
11,-3.1864258273556514,55.9446839643785,350,-3.1861303850297475,55.944631869925196,null
12,-3.1861303850297475,55.944631869925196,0,-3.1858303850297474,55.944631869925196,null
13,-3.1858303850297474,55.944631869925196,350,-3.1855349427038435,55.944579775471894,null
14,-3.1855349427038435,55.944579775471894,0,-3.1852349427038433,55.944579775471894,acid.chair.butter
15,-3.1852349427038433,55.944579775471894,50,-3.1850421064209375,55.94480958880483,null
16,-3.1850421064209375,55.94480958880483,40,-3.184812293088002,55.945002425087736,null
17,-3.184812293088002,55.945002425087736,50,-3.184619456805096,55.94523223842067,settle.title.united
18,-3.184619456805096,55.94523223842067,300,-3.184469456805096,55.94497243079954,sports.topic.clocks
19,-3.184469456805096,55.94497243079954,260,-3.184521551258396,55.94467698847363,null
20,-3.184521551258396,55.94467698847363,260,-3.184573645711696,55.944381546147724,null
21,-3.184573645711696,55.944381546147724,260,-3.184625740164996,55.94408610382182,null
22,-3.184625740164996,55.94408610382182,220,-3.1848555534979317,55.94389326753891,rider.mile.lime
23,-3.1848555534979317,55.94389326753891,280,-3.1848034590446317,55.943597825213004,null
24,-3.1848034590446317,55.943597825213004,270,-3.1848034590446317,55.943297825213,null
25,-3.1848034590446317,55.943297825213,250,-3.1849060650876293,55.94301591742676,courier.assume.bill
26,-3.1849060650876293,55.94301591742676,110,-3.185008671130627,55.943297825213,null
27,-3.185008671130627,55.943297825213,110,-3.1851112771736245,55.94357973299924,hello.love.keys
28,-3.1851112771736245,55.94357973299924,230,-3.1853041134565303,55.9433499196663,null
29,-3.1853041134565303,55.9433499196663,220,-3.185533926789466,55.9431570833834,toned.deflection.bland
30,-3.185533926789466,55.9431570833834,230,-3.185726763072372,55.94292727005046,dent.shins.cycle
31,-3.185726763072372,55.94292727005046,190,-3.1860222053982756,55.94287517559716,null
32,-3.1860222053982756,55.94287517559716,160,-3.1863041131845113,55.94297778164016,under.retire.bump
33,-3.1863041131845113,55.94297778164016,170,-3.186599555510415,55.94302987609346,null
34,-3.186599555510415,55.94302987609346,150,-3.1868593631315507,55.94317987609346,null
35,-3.1868593631315507,55.94317987609346,160,-3.1871412709177864,55.94328248213646,scale.chair.kinds
36,-3.1871412709177864,55.94328248213646,80,-3.1870891764644864,55.94357792446237,null
37,-3.1870891764644864,55.94357792446237,80,-3.1870370820111864,55.943873366788274,renew.ears.tend
38,-3.1870370820111864,55.943873366788274,150,-3.187296889632322,55.94402336678827,null
39,-3.187296889632322,55.94402336678827,140,-3.1875267029652576,55.94421620307118,null
40,-3.1875267029652576,55.94421620307118,150,-3.187786510586393,55.944366203071176,thank.salsa.brain
41,-3.187786510586393,55.944366203071176,110,-3.187889116629391,55.944648110857415,hurt.green.filer
42,-3.187889116629391,55.944648110857415,210,-3.1881489242505263,55.94449811085742,null
43,-3.1881489242505263,55.94449811085742,220,-3.188378737583462,55.94430527457451,trades.rare.cable
44,-3.188378737583462,55.94430527457451,260,-3.188430832036762,55.944009832248604,rush.crown.link
45,-3.188430832036762,55.944009832248604,220,-3.1886606453696977,55.9438169959657,null
46,-3.1886606453696977,55.9438169959657,180,-3.188960645369698,55.9438169959657,labels.hotels.alert
47,-3.188960645369698,55.9438169959657,300,-3.188810645369698,55.94355718834456,system.speak.guard
48,-3.188810645369698,55.94355718834456,150,-3.1890704529908334,55.94370718834456,null
49,-3.1890704529908334,55.94370718834456,150,-3.189330260611969,55.94385718834456,null
50,-3.189330260611969,55.94385718834456,150,-3.1895900682331044,55.94400718834456,null
51,-3.1895900682331044,55.94400718834456,120,-3.1897400682331045,55.94426699596569,cliff.asleep.wedge
52,-3.1897400682331045,55.94426699596569,240,-3.1898900682331046,55.94400718834456,null
53,-3.1898900682331046,55.94400718834456,240,-3.1900400682331047,55.94374738072342,null
54,-3.1900400682331047,55.94374738072342,240,-3.190190068233105,55.94348757310229,arts.dish.scarcely
55,-3.190190068233105,55.94348757310229,300,-3.1900400682331047,55.943227765481154,null
56,-3.1900400682331047,55.943227765481154,300,-3.1898900682331046,55.94296795786002,null
